cellid,userid,freq_updates
001643002801,-297782067641020000,1
012439002863,-297782067641020000,1
003531002812,-297782067641020000,1
001091002822,-297782067641020000,1
025153002863,-297782067641020000,1
020647002861,-297782067641020000,1
026643002863,-297782067641020000,1
005401002861,-297782067641020000,1
020377002861,-297782067641020000,1
000872002836,-297782067641020000,1
005341002806,-297782067641020000,1
005706002805,-297782067641020000,1
001652002801,-297782067641020000,1
003535002812,-297782067641020000,1
025862002868,-297782067641020000,1
000523002820,-297782067641020000,1
032079002860,-297782067641020000,1
005164002822,-297782067641020000,1
065103002861,-297782067641020000,1
005166002822,-297782067641020000,1
032543002864,-297782067641020000,1
000011002820,-297782067641020000,1
005283002822,-297782067641020000,1
000453002813,-297782067641020000,1
005311002812,-297782067641020000,1
005375002806,-297782067641020000,1
032797002860,-297782067641020000,1
016451002864,-297782067641020000,1
036812002868,-297782067641020000,1
000312002801,-297782067641020000,1
051233002863,-297782067641020000,1
032113002860,-297782067641020000,1
004322002864,-297782067641020000,1
030348002860,-297782067641020000,1
000175002813,-297782067641020000,1
018922002860,-297782067641020000,1
003532002812,-297782067641020000,1
000063002813,-297782067641020000,1
024723002861,-297782067641020000,1
005313002812,-297782067641020000,1
031157002864,-297782067641020000,1
002813002860,-297782067641020000,1
035963002861,-297782067641020000,1
002163002820,-297782067641020000,1
001876002822,-297782067641020000,1
046451004570,-297782067641020000,1
032793002860,-297782067641020000,1
032549002864,-297782067641020000,1
030233000805,-297374538405040000,6
007683000871,-297374538405040000,6
029799000870,-297374538405040000,5
032003000865,-297374538405040000,4
007402000870,-297374538405040000,3
023701000865,-297374538405040000,3
019872000805,-297374538405040000,3
007431000871,-297374538405040000,3
024746000851,-297374538405040000,2
007432000871,-297374538405040000,2
003198000865,-297374538405040000,2
011721000865,-297374538405040000,1
012493000864,-297374538405040000,1
001006000864,-297374538405040000,1
015752000810,-297374538405040000,1
011535000810,-297374538405040000,1
029788000865,-297374538405040000,1
000175000865,-297374538405040000,1
011315000810,-296092960319100000,1
025616000810,-296092960319100000,1
005674002822,-295337514831710000,55
026693002860,-295337514831710000,5
036721002863,-295337514831710000,3
001081002822,-295337514831710000,3
005451002822,-295337514831710000,2
036783002860,-295337514831710000,2
034519002862,-295337514831710000,2
010952002860,-295337514831710000,2
032463002860,-295337514831710000,2
032731002863,-295337514831710000,2
020859002860,-295337514831710000,1
001103002822,-295337514831710000,1
036541002863,-295337514831710000,1
003291002825,-295337514831710000,1
002863002860,-295337514831710000,1
002873002860,-295337514831710000,1
005851002860,-295337514831710000,1
001091002822,-295337514831710000,1
002221001406,-282335828619180000,16
002261001407,-282335828619180000,4
002231001407,-282335828619180000,1
000151004601,-271426813182450000,2
001035004660,-271426813182450000,2
001784004662,-271426813182450000,1
020973000805,-260209145158840000,4
027014000845,-260209145158840000,3
021756000841,-260209145158840000,3
021571000805,-260209145158840000,2
010552000845,-260209145158840000,2
019872000805,-260209145158840000,2
011034000805,-260209145158840000,1
020972000805,-260209145158840000,1
021051000845,-260209145158840000,1
013811000805,-260209145158840000,1
020859002860,-258702312154850000,583
020577002860,-258702312154850000,61
000261002812,-258702312154850000,19
037053002860,-258702312154850000,8
000521002820,-258702312154850000,6
010467002861,-258702312154850000,6
001653002801,-258702312154850000,2
032549002864,-258702312154850000,2
020647002861,-258702312154850000,1
000524002820,-258702312154850000,1
000331002835,-258702312154850000,1
024042002861,-258702312154850000,1
016121002861,-258702312154850000,1
046801002866,-258702312154850000,1
001582002820,-258702312154850000,1
004063002812,-258702312154850000,1
006901002816,-258702312154850000,1
000151002836,-258702312154850000,1
046793002866,-258702312154850000,1
005411005005,-253495597415100000,1
002182003705,-240643029648520000,469
004331003704,-240643029648520000,25
001142003704,-240643029648520000,7
001143003704,-240643029648520000,5
037799003761,-240643029648520000,4
004073003704,-240643029648520000,4
003611003705,-240643029648520000,3
004262003704,-240643029648520000,3
004352003704,-240643029648520000,3
002452003704,-240643029648520000,2
003632003705,-240643029648520000,2
004053003704,-240643029648520000,2
001373003704,-240643029648520000,1
004452003704,-240643029648520000,1
001203003704,-240643029648520000,1
009893001763,-236873185893550000,3
013351001707,-236873185893550000,2
012221001762,-236873185893550000,2
013301001705,-236873185893550000,1
013332001705,-236873185893550000,1
013331001705,-236873185893550000,1
059552002867,-236593740752190000,1
006097000661,-234827663954070000,1
004762004660,-230796963498340000,2
010231004660,-230796963498340000,1
011231004604,-230796963498340000,1
040861004660,-230796963498340000,1
000763004605,-230796963498340000,1
006922004662,-230796963498340000,1
050451000960,-214808189167620000,15
000251000903,-214808189167620000,13
056361000960,-214808189167620000,10
000113000903,-214808189167620000,5
000241000903,-214808189167620000,5
000111000903,-214808189167620000,4
056572000960,-214808189167620000,3
017841002660,-214808189167620000,2
055452000960,-214808189167620000,2
001891003908,-214808189167620000,2
018252003160,-214808189167620000,2
015322000160,-214808189167620000,2
010511003960,-214808189167620000,1
001862000903,-214808189167620000,1
000063000903,-214808189167620000,1
000083000903,-214808189167620000,1
017223003160,-214808189167620000,1
001863000903,-214808189167620000,1
001962003909,-214808189167620000,1
000083003908,-196688320002070000,4
013462003960,-196688320002070000,3
012302003960,-196688320002070000,2
010761003960,-196688320002070000,2
001962003909,-196688320002070000,2
003461003907,-196688320002070000,1
012301003960,-196688320002070000,1
004763004660,-175299571421180000,1
014091004309,-175299571421180000,1
054263001260,-175299571421180000,1
000082001201,-175299571421180000,1
013332001705,-174562438975070000,3
013351001707,-174562438975070000,2
013331001705,-174562438975070000,1
012227001762,-174562438975070000,1
047111002260,-170915221377530000,7
047112002260,-170915221377530000,5
001181005061,-170915221377530000,5
001191005061,-170915221377530000,4
000721005061,-170915221377530000,3
001197001902,-170915221377530000,2
031984000865,-170915221377530000,2
004302005004,-170915221377530000,2
000042004202,-170915221377530000,2
058792002864,-170915221377530000,2
063023005063,-170915221377530000,2
001151005061,-170915221377530000,2
030589002863,-170915221377530000,2
004313005004,-170915221377530000,2
030588004361,-170915221377530000,2
024441000891,-170915221377530000,1
052892005063,-170915221377530000,1
001081005061,-170915221377530000,1
006012002806,-170915221377530000,1
023884000867,-170915221377530000,1
020723000813,-170915221377530000,1
002415005002,-170915221377530000,1
022673000867,-170915221377530000,1
005183002822,-170915221377530000,1
013301001705,-170915221377530000,1
053573005063,-170915221377530000,1
034488002863,-170915221377530000,1
020721000813,-170915221377530000,1
011839000860,-170915221377530000,1
017741000891,-170915221377530000,1
000751005061,-170915221377530000,1
012633004307,-170915221377530000,1
001141005061,-170915221377530000,1
019698001960,-170915221377530000,1
061112005063,-170915221377530000,1
000651005008,-170915221377530000,1
020141001960,-170915221377530000,1
024471000891,-170915221377530000,1
019682001960,-170915221377530000,1
024461000891,-170915221377530000,1
019313004260,-170915221377530000,1
020527001960,-170915221377530000,1
000151002863,-170915221377530000,1
012281000880,-170915221377530000,1
001201001902,-170915221377530000,1
011556000860,-170915221377530000,1
004053002824,-170915221377530000,1
045033002860,-170915221377530000,1
020747001960,-170915221377530000,1
001071001902,-170915221377530000,1
004181002824,-170915221377530000,1
010377001761,-170915221377530000,1
005229000860,-170915221377530000,1
053571005063,-170915221377530000,1
000351005061,-170915221377530000,1
001341002203,-170915221377530000,1
019603001960,-170915221377530000,1
001342002203,-170915221377530000,1
047002002260,-170915221377530000,1
005241002818,-170915221377530000,1
000141002863,-170915221377530000,1
047633002863,-170915221377530000,1
000632001902,-170915221377530000,1
003563002833,-170915221377530000,1
036381002867,-170915221377530000,1
001131005061,-170915221377530000,1
013332001705,-170915221377530000,1
034843002867,-160079435932630000,4
051452002864,-160079435932630000,3
010168002862,-160079435932630000,3
023701002860,-160079435932630000,2
021671002862,-160079435932630000,2
036461002866,-160079435932630000,2
031041002864,-160079435932630000,2
032633002864,-160079435932630000,1
004337002824,-160079435932630000,1
012299002864,-160079435932630000,1
031048002864,-160079435932630000,1
047401002867,-160079435932630000,1
000261002812,-160079435932630000,1
026413002867,-160079435932630000,1
034842002867,-160079435932630000,1
034849002867,-160079435932630000,1
051451002864,-160079435932630000,1
004861002864,-160079435932630000,1
004182002824,-160079435932630000,1
000802002817,-160079435932630000,1
012292002864,-160079435932630000,1
022837002863,-160079435932630000,1
001116002818,-160079435932630000,1
000521002820,-160079435932630000,1
032711002864,-160079435932630000,1
038793002864,-160079435932630000,1
020577002860,-160079435932630000,1
012221001762,-105633228163110000,3
005329000867,-105633228163110000,3
002027000871,-105633228163110000,2
013331001705,-105633228163110000,2
009893001763,-105633228163110000,2
013351001707,-105633228163110000,2
004003000864,-105633228163110000,2
022027001761,-105633228163110000,1
019011001706,-105633228163110000,1
000139000866,-105633228163110000,1
010698000867,-105633228163110000,1
024021000831,-105633228163110000,1
007521000871,-105633228163110000,1
006378000867,-105633228163110000,1
020971000805,-105633228163110000,1
029798000870,-105633228163110000,1
006081000870,-105633228163110000,1
001507000860,-105633228163110000,1
012227001762,-105633228163110000,1
013332001705,-105633228163110000,1
030232000805,-105633228163110000,1
053881000867,-105633228163110000,1
002022000871,-105633228163110000,1
014582000831,-105633228163110000,1
007523000871,-105633228163110000,1
018165000805,-105633228163110000,1
017052001707,-105633228163110000,1
020972000805,-105633228163110000,1
016232001660,-102607267103270000,2
000182001602,-102607267103270000,2
016501001660,-102607267103270000,1
034992002864,-102607267103270000,1
036961002860,-102607267103270000,1
022051001661,-102607267103270000,1
016262001660,-102607267103270000,1
018972002860,-102607267103270000,1
018492004060,-102012277599940000,4
018922004060,-102012277599940000,2
002121004703,-102012277599940000,2
002034004002,-102012277599940000,2
002202004703,-102012277599940000,1
001591000715,-98229281394040000,16
001593000715,-98229281394040000,12
004351000716,-98229281394040000,10
004091000716,-98229281394040000,9
004083000716,-98229281394040000,6
001171000715,-98229281394040000,5
003012000716,-98229281394040000,2
003531002812,-94074250573850000,40
000172002815,-94074250573850000,6
030489002861,-94074250573850000,5
019001002860,-94074250573850000,4
018461002860,-94074250573850000,4
001213002815,-94074250573850000,4
045033002860,-94074250573850000,4
034519002862,-94074250573850000,4
030348002860,-94074250573850000,3
030078002862,-94074250573850000,3
030483002861,-94074250573850000,3
018923002860,-94074250573850000,3
003054002813,-94074250573850000,3
000626002812,-94074250573850000,2
012489002862,-94074250573850000,2
034717002860,-94074250573850000,2
001103002822,-94074250573850000,2
011771002861,-94074250573850000,2
017823002861,-94074250573850000,2
018922002860,-94074250573850000,2
032842002863,-94074250573850000,2
030072002862,-94074250573850000,2
048581002860,-94074250573850000,2
032793002860,-94074250573850000,2
037142002863,-94074250573850000,2
005312002812,-94074250573850000,2
005311002812,-94074250573850000,2
037148002863,-94074250573850000,2
021392002861,-94074250573850000,2
038813002862,-94074250573850000,2
034513002862,-94074250573850000,2
000573002815,-94074250573850000,1
061423002860,-94074250573850000,1
005161002822,-94074250573850000,1
001001002822,-94074250573850000,1
000103002820,-94074250573850000,1
001091002822,-94074250573850000,1
045032002860,-94074250573850000,1
035747002868,-94074250573850000,1
000172002813,-94074250573850000,1
014861002864,-94074250573850000,1
014301002863,-94074250573850000,1
031882002864,-94074250573850000,1
024712002861,-94074250573850000,1
041052002863,-94074250573850000,1
005701002804,-94074250573850000,1
038201002868,-94074250573850000,1
030012002862,-94074250573850000,1
030512002860,-94074250573850000,1
031151002864,-94074250573850000,1
024053002860,-94074250573850000,1
020239002864,-94074250573850000,1
000321002801,-94074250573850000,1
005352002825,-94074250573850000,1
036541002863,-94074250573850000,1
038812002862,-94074250573850000,1
001003002812,-94074250573850000,1
032548002864,-94074250573850000,1
022543002860,-94074250573850000,1
012432002863,-94074250573850000,1
049322002868,-94074250573850000,1
035547002861,-94074250573850000,1
004322002864,-94074250573850000,1
059512002863,-94074250573850000,1
000043002816,-94074250573850000,1
038411002868,-94074250573850000,1
001315002813,-94074250573850000,1
035032002862,-94074250573850000,1
013221002864,-94074250573850000,1
032848002863,-94074250573850000,1
005384002822,-94074250573850000,1
038852002862,-94074250573850000,1
030848002862,-90575978655440000,10
010123002864,-90575978655440000,6
000123002828,-90575978655440000,6
030012002862,-90575978655440000,3
000793002864,-90575978655440000,3
000912002866,-90575978655440000,2
010622002866,-90575978655440000,2
058811002862,-90575978655440000,2
010628002866,-90575978655440000,2
003833002819,-90575978655440000,1
041001002866,-90575978655440000,1
049143002864,-90575978655440000,1
016851002862,-90575978655440000,1
003821002816,-90575978655440000,1
042002002866,-90575978655440000,1
004841002864,-90575978655440000,1
039862002866,-90575978655440000,1
010919002861,-90575978655440000,1
000871002836,-90575978655440000,1
003112002804,-90575978655440000,1
003853002807,-90575978655440000,1
030113002862,-90575978655440000,1
022617002862,-90575978655440000,1
013221002864,-90575978655440000,1
010182002866,-90575978655440000,1
042003002866,-90575978655440000,1
030832002862,-90575978655440000,1
010322002866,-90575978655440000,1
000402002866,-90575978655440000,1
014152002862,-90575978655440000,1
030091002861,-90575978655440000,1
000172002815,-90575978655440000,1
041011002866,-90575978655440000,1
063172002866,-90575978655440000,1
035541002861,-90575978655440000,1
000851002862,-90575978655440000,1
032559002868,-90575978655440000,1
030842002862,-90575978655440000,1
058812002862,-90575978655440000,1
000702002835,-90575978655440000,1
038341002861,-90575978655440000,1
065341002862,-90575978655440000,1
000152002835,-90575978655440000,1
065131002861,-90575978655440000,1
013222002864,-90575978655440000,1
032327002868,-90575978655440000,1
000261002835,-90575978655440000,1
010391002862,-90575978655440000,1
000872002862,-90575978655440000,1
022643002867,-89924986085380000,13
005321002862,-89924986085380000,9
045972002867,-89924986085380000,9
051451002864,-89924986085380000,7
034849002867,-89924986085380000,7
034992002864,-89924986085380000,6
019692002867,-89924986085380000,6
020913002864,-89924986085380000,5
010932002867,-89924986085380000,5
026412002867,-89924986085380000,5
020341002861,-89924986085380000,4
031407002862,-89924986085380000,4
012161002867,-89924986085380000,4
031047002864,-89924986085380000,3
039221002864,-89924986085380000,3
026413002867,-89924986085380000,3
034843002867,-89924986085380000,3
005801002860,-89924986085380000,3
030122002862,-89924986085380000,3
034842002867,-89924986085380000,2
031703002862,-89924986085380000,2
020342002861,-89924986085380000,2
022837002863,-89924986085380000,2
000702002864,-89924986085380000,2
010277002866,-89924986085380000,2
020628002861,-89924986085380000,2
011311002862,-89924986085380000,2
036961002860,-89924986085380000,2
039522002862,-89924986085380000,2
051454002864,-89924986085380000,2
017652002861,-89924986085380000,2
010808002861,-89924986085380000,2
011771002861,-89924986085380000,2
030128002862,-89924986085380000,2
031401002862,-89924986085380000,2
004861002864,-89924986085380000,1
047401002867,-89924986085380000,1
033951002862,-89924986085380000,1
004293002861,-89924986085380000,1
000731002866,-89924986085380000,1
020347002861,-89924986085380000,1
032909002864,-89924986085380000,1
004842002864,-89924986085380000,1
005031002861,-89924986085380000,1
024713002861,-89924986085380000,1
033953002862,-89924986085380000,1
065071002860,-89924986085380000,1
058811002862,-89924986085380000,1
001191002861,-89924986085380000,1
020622002861,-89924986085380000,1
032903002864,-89924986085380000,1
030113002862,-89924986085380000,1
010522002862,-89924986085380000,1
041001002866,-89924986085380000,1
000752002862,-89924986085380000,1
004841002864,-89924986085380000,1
012167002867,-89924986085380000,1
036932002864,-89924986085380000,1
014511002861,-89924986085380000,1
012102002862,-89924986085380000,1
036481002860,-89924986085380000,1
035032002862,-89924986085380000,1
031713002862,-89924986085380000,1
019123002860,-89924986085380000,1
013221002864,-89924986085380000,1
004322002864,-89924986085380000,1
042002002866,-89924986085380000,1
039782002862,-89924986085380000,1
035642002862,-89924986085380000,1
031041002864,-89924986085380000,1
011821002860,-89924986085380000,1
034783002864,-89924986085380000,1
000552002866,-89924986085380000,1
012503002861,-89924986085380000,1
010182002866,-89924986085380000,1
002671002861,-89924986085380000,1
039831002866,-89924986085380000,1
001143003704,-66485511088960000,13
002431003705,-66485511088960000,13
003611003705,-66485511088960000,7
001203003704,-66485511088960000,3
037601003761,-66485511088960000,2
003632003705,-66485511088960000,1
001163003704,-66485511088960000,1
016263001660,-46999184031370000,22
000543004601,-46999184031370000,9
016352001660,-46999184031370000,6
000542004601,-46999184031370000,6
018703002863,-46999184031370000,6
000083004603,-46999184031370000,5
000161001602,-46999184031370000,5
000552004603,-46999184031370000,5
000231001602,-46999184031370000,4
047382002864,-46999184031370000,4
000182001602,-46999184031370000,3
002252004604,-46999184031370000,3
058431002863,-46999184031370000,3
000342004605,-46999184031370000,3
016782001660,-46999184031370000,3
002231001407,-46999184031370000,3
033057002867,-46999184031370000,3
000082004603,-46999184031370000,2
062914002868,-46999184031370000,2
000783004603,-46999184031370000,2
000072001902,-46999184031370000,2
010231004660,-46999184031370000,2
005111004661,-46999184031370000,2
025843002863,-46999184031370000,2
010948002867,-46999184031370000,2
058441002863,-46999184031370000,2
000043001602,-46999184031370000,2
058421002860,-46999184031370000,2
036381002867,-46999184031370000,2
000233001602,-46999184031370000,2
014623002863,-46999184031370000,1
016501001660,-46999184031370000,1
000132002860,-46999184031370000,1
005343002806,-46999184031370000,1
018061004112,-46999184031370000,1
033009002863,-46999184031370000,1
000331000203,-46999184031370000,1
016358001660,-46999184031370000,1
001784004662,-46999184031370000,1
000781004603,-46999184031370000,1
054920000362,-46999184031370000,1
005483002806,-46999184031370000,1
058791002864,-46999184031370000,1
016232001660,-46999184031370000,1
031047002864,-46999184031370000,1
000053004607,-46999184031370000,1
051452002864,-46999184031370000,1
001781004662,-46999184031370000,1
000476004603,-46999184031370000,1
004181002824,-46999184031370000,1
000322002812,-46999184031370000,1
012309002867,-46999184031370000,1
039310000362,-46999184031370000,1
000192001602,-46999184031370000,1
031042002864,-46999184031370000,1
022051001661,-46999184031370000,1
019908001960,-46999184031370000,1
011231004604,-46999184031370000,1
016262001660,-46999184031370000,1
000151002863,-46999184031370000,1
000691003008,-46999184031370000,1
004891003005,-46999184031370000,1
005411004661,-46999184031370000,1
000612000302,-46999184031370000,1
000193001602,-46999184031370000,1
019682001960,-46999184031370000,1
051454002864,-46999184031370000,1
006547003060,-46999184031370000,1
058828002860,-46999184031370000,1
004006002824,-46999184031370000,1
006549003060,-46999184031370000,1
000152000201,-46999184031370000,1
004203004661,-46999184031370000,1
026719002867,-46999184031370000,1
034849002867,-46999184031370000,1
000071003008,-46999184031370000,1
039227002864,-46999184031370000,1
034843002867,-46999184031370000,1
001901002821,-46999184031370000,1
005111004661,-42845617553220000,4
000781004603,-42845617553220000,3
001811004603,-42845617553220000,2
001741000360,-42845617553220000,2
005261004603,-42845617553220000,2
041473004660,-42845617553220000,1
002111000362,-42845617553220000,1
004762004660,-42845617553220000,1
001052000360,-42845617553220000,1
004203004661,-42845617553220000,1
001651000302,-42845617553220000,1
004943000362,-42845617553220000,1
039310000362,-42845617553220000,1
002114000362,-42845617553220000,1
003833004661,-42845617553220000,1
047917004560,-22180098116240000,14
047137004560,-22180098116240000,9
045528004570,-22180098116240000,6
006301004505,-22180098116240000,3
047777004560,-22180098116240000,3
045567004560,-22180098116240000,1
006022004505,-22180098116240000,1
004212004505,-22180098116240000,1
047138004560,-22180098116240000,1
023122000805,11778669182790000,7
009012000871,11778669182790000,6
007302000866,11778669182790000,5
030234000866,11778669182790000,4
027662000845,11778669182790000,4
012655000864,11778669182790000,2
042652000864,11778669182790000,2
000654000864,11778669182790000,2
014691000871,11778669182790000,2
000442000864,11778669182790000,1
000651000864,11778669182790000,1
012652000864,11778669182790000,1
029274000866,11778669182790000,1
007307000866,11778669182790000,1
007433000871,11778669182790000,1
010552000845,11778669182790000,1
002234002818,50272570728950000,20
004212002818,50272570728950000,13
021051000845,50320442104940000,19
008801000860,50320442104940000,10
001193000866,50320442104940000,9
013811000805,50320442104940000,7
007012000867,50320442104940000,7
024123000866,50320442104940000,6
003808000860,50320442104940000,5
007015000867,50320442104940000,4
000344000865,50320442104940000,4
000671000864,50320442104940000,4
024126000866,50320442104940000,4
000903000864,50320442104940000,4
000341000865,50320442104940000,4
000674000864,50320442104940000,3
003802000860,50320442104940000,3
011941000841,50320442104940000,3
027395000845,50320442104940000,3
011757000864,50320442104940000,3
001307000866,50320442104940000,3
020531000845,50320442104940000,3
000906000864,50320442104940000,3
023936000841,50320442104940000,2
007013000867,50320442104940000,2
023611000845,50320442104940000,2
003805000860,50320442104940000,2
022792000841,50320442104940000,2
010451000845,50320442104940000,2
043707000865,50320442104940000,2
020403000864,50320442104940000,1
001196000866,50320442104940000,1
007339000866,50320442104940000,1
007381000864,50320442104940000,1
030211000831,50320442104940000,1
000743000870,50320442104940000,1
000677000864,50320442104940000,1
021571000805,50320442104940000,1
007169000864,50320442104940000,1
000395000866,50320442104940000,1
008123000870,50320442104940000,1
024441000891,50320442104940000,1
012654000864,50320442104940000,1
011934000841,50320442104940000,1
030443000853,50320442104940000,1
000037000870,50320442104940000,1
012652000864,50320442104940000,1
002712000866,50320442104940000,1
040277000866,50320442104940000,1
002415005002,58411555500440000,2
008181000864,69649978322760000,2
000182000866,69649978322760000,1
000614000865,69649978322760000,1
000341000865,69649978322760000,1
000906000864,69649978322760000,1
000183000866,69649978322760000,1
000674000864,69649978322760000,1
000677000864,69649978322760000,1
000671000864,69649978322760000,1
000937000864,69649978322760000,1
002371003060,71574263306560000,19
000062003005,71574263306560000,8
006611003062,71574263306560000,6
017421003062,71574263306560000,1
005681002814,75365359946160000,5
000043000202,87342673451360000,3
002193000260,87342673451360000,1
012839001061,91700287290770000,11
010699002861,91700287290770000,8
016163002863,91700287290770000,3
000552000604,91700287290770000,3
047138004560,91700287290770000,2
047473004570,91700287290770000,2
047417004560,91700287290770000,1
005161002822,91700287290770000,1
030348002860,91700287290770000,1
005762000605,91700287290770000,1
004213004505,91700287290770000,1
036481002860,91700287290770000,1
046963004560,91700287290770000,1
000626002812,91700287290770000,1
005311002812,91700287290770000,1
006301004505,91700287290770000,1
035554002868,91700287290770000,1
047917004560,91700287290770000,1
004212004505,91700287290770000,1
004292004505,91700287290770000,1
006303004505,91700287290770000,1
047433004560,91700287290770000,1
026683002860,91700287290770000,1
047777004560,91700287290770000,1
012493000864,93059635536320000,36
000175000865,93059635536320000,23
000172000865,93059635536320000,15
023701000865,93059635536320000,15
043707000865,93059635536320000,11
000177000865,93059635536320000,8
002715000866,93059635536320000,2
012654000864,93059635536320000,2
023704000865,93059635536320000,2
003808000860,93059635536320000,1
003805000860,93059635536320000,1
001006000864,93059635536320000,1
007983000865,93059635536320000,1
001003000864,93059635536320000,1
026761000821,93059635536320000,1
005329000867,93059635536320000,1
024123000866,93059635536320000,1
013328002866,110152451522300000,17
031703002862,110152451522300000,9
010721002861,110152451522300000,8
064461002866,110152451522300000,6
030827002862,110152451522300000,6
012758002862,110152451522300000,6
010768002862,110152451522300000,5
010182002866,110152451522300000,4
001191002861,110152451522300000,4
045122002866,110152451522300000,4
039862002866,110152451522300000,4
001392002826,110152451522300000,4
019012002868,110152451522300000,3
002501002860,110152451522300000,3
033941002862,110152451522300000,3
039811002866,110152451522300000,3
018461002860,110152451522300000,3
034519002862,110152451522300000,2
000762002829,110152451522300000,2
010367002861,110152451522300000,2
000761002829,110152451522300000,2
031713002862,110152451522300000,2
030801002861,110152451522300000,2
041013002866,110152451522300000,2
037992002866,110152451522300000,2
005281002825,110152451522300000,1
010478002862,110152451522300000,1
058723002862,110152451522300000,1
010181002866,110152451522300000,1
063171002866,110152451522300000,1
000263002835,110152451522300000,1
048552002860,110152451522300000,1
034513002862,110152451522300000,1
014511002861,110152451522300000,1
005302002868,110152451522300000,1
030037002862,110152451522300000,1
010188002866,110152451522300000,1
022617002862,110152451522300000,1
038823002862,110152451522300000,1
022611002862,110152451522300000,1
018463002860,110152451522300000,1
001081002835,110152451522300000,1
052163002862,110152451522300000,1
003054002813,110152451522300000,1
005163002807,110152451522300000,1
012503002861,110152451522300000,1
010609002862,110152451522300000,1
012249002862,110152451522300000,1
010187002866,110152451522300000,1
030832002862,110152451522300000,1
010189002866,110152451522300000,1
064473002866,110152451522300000,1
003851002807,110152451522300000,1
048641002862,110152451522300000,1
006097000661,127491136543970000,8
005762000605,127491136543970000,1
000261000604,127491136543970000,1
000552000604,127491136543970000,1
000033000604,127491136543970000,1
001095002815,131482687315150000,1
017432003062,143408035749550000,15
016581003060,143408035749550000,11
006742003060,143408035749550000,10
001871003004,143408035749550000,7
001862003008,143408035749550000,7
001861003008,143408035749550000,6
007133003061,143408035749550000,6
005206003003,143408035749550000,2
001572003008,143408035749550000,2
000633003003,143408035749550000,2
000561003003,143408035749550000,1
000622003003,143408035749550000,1
004704003008,143408035749550000,1
005323002805,150180790594070000,14
001001002822,150180790594070000,6
001103002822,150180790594070000,5
012249002862,150180790594070000,2
036783002860,150180790594070000,2
036721002863,150180790594070000,2
062516002860,150180790594070000,2
035459002860,150180790594070000,2
018461002860,150180790594070000,1
032848002863,150180790594070000,1
004042002834,150180790594070000,1
024053002860,150180790594070000,1
022861002860,150180790594070000,1
018923002860,150180790594070000,1
037148002863,150180790594070000,1
001042002822,150180790594070000,1
034058002863,150180790594070000,1
012127002863,150180790594070000,1
032463002860,150180790594070000,1
049221002863,150180790594070000,1
006523002822,150180790594070000,1
048573002862,150180790594070000,1
015332002505,151833560058560000,2
004256002833,151833560058560000,2
001071001902,151833560058560000,2
004302005004,151833560058560000,2
000042004202,151833560058560000,1
004313005004,151833560058560000,1
000552000604,151833560058560000,1
001201001902,151833560058560000,1
000651005008,151833560058560000,1
005143002814,151833560058560000,1
006382004505,151833560058560000,1
011245002501,151833560058560000,1
005244002818,151833560058560000,1
003121005008,151833560058560000,1
005041002805,151833560058560000,1
001876002822,151833560058560000,1
003012000716,157391469824680000,11
040278000866,161373530344670000,26
010627000866,161373530344670000,22
023573000864,161373530344670000,13
040279000866,161373530344670000,12
023576000864,161373530344670000,11
019872000805,161373530344670000,6
010623000866,161373530344670000,5
001006000864,161373530344670000,3
023971000841,161373530344670000,3
007433000871,161373530344670000,3
000347000865,161373530344670000,3
007983000865,161373530344670000,3
007431000871,161373530344670000,3
000341000865,161373530344670000,3
040277000866,161373530344670000,2
007432000871,161373530344670000,2
001193000866,161373530344670000,2
008182000864,161373530344670000,2
003198000865,161373530344670000,2
001003000864,161373530344670000,2
001023000864,161373530344670000,1
011757000864,161373530344670000,1
007339000866,161373530344670000,1
023705000865,161373530344670000,1
019873000805,161373530344670000,1
030233000805,161373530344670000,1
007683000871,161373530344670000,1
000903000864,161373530344670000,1
023972000841,161373530344670000,1
023122000805,161373530344670000,1
008181000864,161373530344670000,1
022792000841,161373530344670000,1
030431000810,161373530344670000,1
009012000871,161373530344670000,1
000671000864,161373530344670000,1
007478000871,161373530344670000,1
018013000810,161373530344670000,1
010467002861,184068065363210000,75
006383002812,184068065363210000,42
020359002860,184068065363210000,25
006901002816,184068065363210000,24
004063002812,184068065363210000,11
046793002866,184068065363210000,7
041001002866,184068065363210000,4
000173002816,184068065363210000,4
039111002866,184068065363210000,4
046801002866,184068065363210000,3
016121002861,184068065363210000,3
000083002835,184068065363210000,3
020919002864,184068065363210000,3
010478002862,184068065363210000,3
020647002861,184068065363210000,2
039862002866,184068065363210000,2
000251002835,184068065363210000,2
020577002860,184068065363210000,1
000402002866,184068065363210000,1
033953002862,184068065363210000,1
041013002866,184068065363210000,1
036162002861,184068065363210000,1
037221002866,184068065363210000,1
011253002861,184068065363210000,1
046802002866,184068065363210000,1
039801002861,184068065363210000,1
000074002836,184068065363210000,1
064461002866,184068065363210000,1
049153002864,184068065363210000,1
000573002815,184068065363210000,1
010807002861,184068065363210000,1
001272002801,184068065363210000,1
016451002864,184068065363210000,1
010808002861,184068065363210000,1
030607002860,184068065363210000,1
042003002866,184068065363210000,1
000043004109,185788982001510000,1
000245004605,186546041887870000,9
002385004605,186546041887870000,3
001282004608,186546041887870000,2
001183004608,186546041887870000,1
000512003008,233439687886560000,257
001571003008,233439687886560000,2
001573003008,233439687886560000,2
005206003003,233439687886560000,1
